"Collection Name","Title#1","Subtitle#1","Alternative Title#1","Name#1","Name URI#1","Name#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Date Created#1","Language Term#1","Language Term URI#1","Extent#1","Form#1","Form URI#1","Abstract#1","Note#1","Note#2","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Location URL#1","Date Captured#1","Internet Media Type#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Early Photography of Asia","Shanghai “Willow Pattern Tea House""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","Shanghai “Willow Pattern Tea House""","Collection origin: Albert E. Kane","","Tearooms","http://id.worldcat.org/fast/1144712","City and town life","http://id.worldcat.org/fast/862081","","","","","","","Shanghai (China, Asia) (municipality)","http://vocab.getty.edu/page/tgn/1000958","","","","","narv_photogEarlyAsia_Kane_02_00_15_02.tif","https://ark.colorado.edu/ark:/47540/mt5w0n29c73k","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","73","1228108","5082","narv_photogEarlyAsia_Kane_02_00_15_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~73~1228108"
"Early Photography of Asia","Shwe-dagon Pagoda from [??] Gardens Rangoon","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the Shwe-dagon (Shwedagon) Pagoda in Yangon (previously Rangoon), Myanmar (Burma). The image was taken from a garden that is some distance away from the pagoda, showing the size of the structure. The pagoda is reflected in the water in the gardens. The image also includes the flora of the garden as well as a bridge. The title is written on the back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","Pagodas","http://id.worldcat.org/fast/1050345","Buddhist temples","http://id.worldcat.org/fast/1727649","Gardens","http://id.worldcat.org/fast/937895","","","","","Yangon (Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002152","","","","","narv_photogEarlyAsia_albumen_d_0019.jpg","https://ark.colorado.edu/ark:/47540/tr0p3064n5hk","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","179","1227006","5082","narv_photogEarlyAsia_albumen_d_0019.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~179~1227006"
"Early Photography of Asia","Shwe-dagon Pagoda, Rangoon","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the Shwe-dagon (Shwedagon) Pagoda in Yangon (previously Rangoon), Myanmar (Burma). Photograph shows the htee of the pagoda. The title is written on the back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","Pagodas","http://id.worldcat.org/fast/1050345","Buddhist temples","http://id.worldcat.org/fast/1727649","","","","","","","Yangon (Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002152","","","","","narv_photogEarlyAsia_albumen_d_0018.jpg","https://ark.colorado.edu/ark:/47540/fx611g29g3nx","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","178","1227007","5082","narv_photogEarlyAsia_albumen_d_0018.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~178~1227007"
"Early Photography of Asia","Street in Moulmein","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 7.5”x 9.5”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a street in Mawlamyine (previously Moulmein), Myanmar (Burma). The image has five men visible in the foreground with small wooden buildings lining the street in the background. The road is made of dirt and the men are shirtless with their heads wrapped in headscarves and are wearing other linen garments. The title written on back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","City and town life","http://id.worldcat.org/fast/862081","Streets","http://id.worldcat.org/fast/1134794","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","narv_photogEarlyAsia_albumen_d_0006.jpg","https://ark.colorado.edu/ark:/47540/qv1q0j71m0vd","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","166","1227019","5082","narv_photogEarlyAsia_albumen_d_0006.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~166~1227019"
"Early Photography of Asia","Street Scene in Moulmein","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 7.5”x 9.5”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of three individuals (one man and two women) in a street scene in Mawlamyine (previously Moulmein), Myanmar (Burma). The man is inspecting what looks like figs or plums. One of the women is standing carrying a tray of cigars on her head and the other woman is seated with a tray of plantains, some sort of melon slices, a coconut and plums or figs. All three individuals are dressed in traditional Burmese attire. The title is written on back of the photograph.","Collection origin: Ira Wolff Photographic History Collection","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","City and town life","http://id.worldcat.org/fast/862081","Vending stands","http://id.worldcat.org/fast/1165152","Produce trade","http://id.worldcat.org/fast/1078136","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","narv_photogEarlyAsia_albumen_d_0004.jpg","https://ark.colorado.edu/ark:/47540/9q121r15j323","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 2642","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/2445","2022","image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","164","1227021","5082","narv_photogEarlyAsia_albumen_d_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~164~1227021"
"Early Photography of Asia","Sun Yat Sen Memorial Building, Canton","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the Sun Yat Sen Memorial Building in Guangzhou, China.","Collection origin: Albert E. Kane","","Architectural photography","http://id.worldcat.org/fast/813301","Memorial halls","local","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_03.tif","https://ark.colorado.edu/ark:/47540/g97v3w50519w","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","3","1228177","5082","narv_photogEarlyAsia_Kane_02_00_02_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~3~1228177"
"Early Photography of Asia","Sung Wong Toi, Konlou","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of Sung Wong Toi (the terrace of the Sung kings) in Hong Kong, China. The image is taken from the beach and shows boats and buildings, as well as the terrace above.","Collection origin: Albert E. Kane","","Relics","http://id.worldcat.org/fast/1093664","Boulders","http://id.worldcat.org/fast/837070","Boats and boating","http://id.worldcat.org/fast/835176","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","narv_photogEarlyAsia_Kane_02_00_02_08.tif","https://ark.colorado.edu/ark:/47540/9n8m9h210311","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","8","1228172","5082","narv_photogEarlyAsia_Kane_02_00_02_08.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~8~1228172"
"Early Photography of Asia","Tokyo “Festive Decorations""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “Festive Decorations""","Collection origin: Albert E. Kane","","Decoration and ornament","http://id.worldcat.org/fast/889145","City and town life","http://id.worldcat.org/fast/862081","Children","http://id.worldcat.org/fast/854835","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_25_01.tif","https://ark.colorado.edu/ark:/47540/vz6h0k68885j","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","125","1228056","5082","narv_photogEarlyAsia_Kane_02_00_25_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~125~1228056"
"Early Photography of Asia","Tokyo “Imperial Palace""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “Imperial Palace""","Collection origin: Albert E. Kane","","Palaces","http://id.worldcat.org/fast/1051243","Bridges","http://id.worldcat.org/fast/838671","","","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_24_04.tif","https://ark.colorado.edu/ark:/47540/3q9c2688176c","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","124","1228057","5082","narv_photogEarlyAsia_Kane_02_00_24_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~124~1228057"
"Early Photography of Asia","Tokyo “Japanese ‘Sandwich Men""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “Japanese ‘Sandwich Men""","Collection origin: Albert E. Kane","","Signs and signboards","http://id.worldcat.org/fast/1118336","Marching bands","http://id.worldcat.org/fast/1009088","Human billboards","local","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_25_05.tif","https://ark.colorado.edu/ark:/47540/rw0t4d0665xh","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","127","1228054","5082","narv_photogEarlyAsia_Kane_02_00_25_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~127~1228054"
"Early Photography of Asia","Tokyo “Meiji Outer Shrine""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","architectural photography","http://vocab.getty.edu/page/aat/300435151","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “Meiji Outer Shrine""","Collection origin: Albert E. Kane","","Sacred space","http://id.worldcat.org/fast/1103191","Shrines","http://id.worldcat.org/fast/1117849","","","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_25_02.tif","https://ark.colorado.edu/ark:/47540/tb406048v8tt","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","126","1228055","5082","narv_photogEarlyAsia_Kane_02_00_25_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~126~1228055"
"Early Photography of Asia","Tokyo “Mikoshi""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “Mikoshi""","Collection origin: Albert E. Kane","","Children","http://id.worldcat.org/fast/854835","Mikoshi","http://id.loc.gov/authorities/subjects/sh85085092","Processions, Religious","http://id.worldcat.org/fast/1078065","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_25_06.tif","https://ark.colorado.edu/ark:/47540/kp331964q39s","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","128","1228053","5082","narv_photogEarlyAsia_Kane_02_00_25_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~128~1228053"
"Early Photography of Asia","Tokyo “One Man Barbershop""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅝”","travel photography","http://vocab.getty.edu/page/aat/300054230","Tokyo “One Man Barbershop""","Collection origin: Albert E. Kane","","Barbers","http://id.worldcat.org/fast/827442","Street vendors","http://id.worldcat.org/fast/1134720","","","","","","","Tōkyō (Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1001032","","","","","narv_photogEarlyAsia_Kane_02_00_24_03.tif","https://ark.colorado.edu/ark:/47540/w32w5b25c96w","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","123","1228058","5082","narv_photogEarlyAsia_Kane_02_00_24_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~123~1228058"
"Early Photography of Asia","UNLABELED","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","UNLABELED","Collection origin: Albert E. Kane","","Children","http://id.worldcat.org/fast/854835","","","","","","","","","Beijing (Hebei, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/8376188","","","","","narv_photogEarlyAsia_Kane_02_00_10_06.tif","https://ark.colorado.edu/ark:/47540/w09j5179g4rd","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","64","1228117","5082","narv_photogEarlyAsia_Kane_02_00_10_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~64~1228117"
"Early Photography of Asia","Unlabeled (Hong Kong)","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2⅜”x 1⅝","travel photography","http://vocab.getty.edu/page/aat/300054230","Unlabeled (Hong Kong)","Collection origin: Albert E. Kane","","Streets","http://id.worldcat.org/fast/1134794","Cities and towns","http://id.worldcat.org/fast/861748","City and town life","http://id.worldcat.org/fast/862081","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_06.tif","https://ark.colorado.edu/ark:/47540/qp2q3w05h0gd","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","82","1228099","5082","narv_photogEarlyAsia_Kane_02_00_18_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~82~1228099"
"Early Photography of Asia","Unlabeled (Hong Kong)","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1⅜”","travel photography","http://vocab.getty.edu/page/aat/300054230","Unlabeled (Hong Kong)","Collection origin: Albert E. Kane","","Streets","http://id.worldcat.org/fast/1134794","Cities and towns","http://id.worldcat.org/fast/861748","City and town life","http://id.worldcat.org/fast/862081","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","narv_photogEarlyAsia_Kane_02_00_18_09.tif","https://ark.colorado.edu/ark:/47540/gs2r3p65z2wz","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","85","1228096","5082","narv_photogEarlyAsia_Kane_02_00_18_09.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~85~1228096"
"Early Photography of Asia","Woman drinking out of a coconut","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of a woman drinking out of a coconut in Beijing, China.","Collection origin: Albert E. Kane","","Women","http://id.worldcat.org/fast/1176568","","","","","","","","","Beijing (Hebei, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/8376188","","","","","narv_photogEarlyAsia_Kane_02_00_08_21.tif","https://ark.colorado.edu/ark:/47540/h49x1g06602v","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","54","1228127","5082","narv_photogEarlyAsia_Kane_02_00_08_21.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~54~1228127"
"Early Photography of Asia","Yuan, Hsien Sheng","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","A photograph of the man Hsien Sheng Yuan in Beijing, China.","Collection origin: Albert E. Kane","","Men","http://id.worldcat.org/fast/1015978","","","","","","","","","Beijing (Hebei, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/8376188","","","","","narv_photogEarlyAsia_Kane_02_00_08_18.tif","https://ark.colorado.edu/ark:/47540/0b3r2j23682c","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","51","1228130","5082","narv_photogEarlyAsia_Kane_02_00_08_18.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~51~1228130"
"Early Photography of Asia","“34 Liu Mi Ts’ang Household""","","","Kane, Albert E.","local","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","portraits","http://vocab.getty.edu/page/aat/300015637","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","1 black and white photograph; 2¼”x 1¾”","travel photography","http://vocab.getty.edu/page/aat/300054230","“34 Liu Mi Ts’ang Household""","Collection origin: Albert E. Kane","","Families","http://id.worldcat.org/fast/1728849","","","","","","","","","Beijing (Hebei, China, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/8376188","","","","","narv_photogEarlyAsia_Kane_02_00_10_01.tif","https://ark.colorado.edu/ark:/47540/5f118882s87f","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU:0905:004:002","CU Boulder ArchivesSpace: https://archives.colorado.edu/repositories/2/resources/43","Undated","image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","59","1228122","5082","narv_photogEarlyAsia_Kane_02_00_10_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~59~1228122"
