"Collection Name","Title#1","Title Type#1","Subtitle#1","Alternative Title#1","Alternative Title#2","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Language Term#1","Language Term URI#1","Language Term Type#1","Language Term#2","Language Term URI#2","Language Term Type#2","Language Term#3","Language Term URI#3","Language Term Type#3","Language Term#4","Language Term URI#4","Language Term Type#4","Extent#1","Physical Description Note#1","Form#1","Form URI#1","Form#2","Form URI#2","Form#3","Form URI#3","Abstract#1","Abstract#2","Abstract#3","Table of Contents#1","Note#1","Note Type#1","Note#2","Note#3","Note#4","Note#5","Note Type#5","Note#6","Note#7","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Topic#7","Subject Topic URI#7","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Location URL#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Early Photography in Asia","By Mule to Great Wall","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 3”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of Albert Kane, Jacob Rabinowitz, his wife, and two Chinese boys, behind a mule. Taken on Kane's trip to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","Mules","http://id.worldcat.org/fast/1028771","","","","","","","","","Rabinowitz, Jacob","local","Rabinowitz, Annette","local","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_05.tif","https://ark.colorado.edu/ark:/47540/85391k49z8rc","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","17","1228163","5409","narv_photogEarlyAsia_Kane_02_00_03_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~17~1228163"
"Early Photography in Asia","At last – a Camel","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 3”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of Albert Kane holding the reins to a camel, with a building in the background. Presumably taken on Kane's trip to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","Camels","http://id.worldcat.org/fast/844698","","","","","","","","","Kane, Albert","local","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_04.tif","https://ark.colorado.edu/ark:/47540/v2316303d9q0","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","16","1228164","5409","narv_photogEarlyAsia_Kane_02_00_03_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~16~1228164"
"Early Photography in Asia","A.G. Labbe","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1½”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of a man named A.G. Labbe posing with an unnamed Chinese man, presumably on Kane's trip to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","","","","","","","","","","","Labbe, A. G.","local","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_06.tif","https://ark.colorado.edu/ark:/47540/wz319b9426bp","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","18","1228162","5409","narv_photogEarlyAsia_Kane_02_00_03_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~18~1228162"
"Early Photography in Asia","Jack","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of Jacob Rabinowitz and another man, presumably on their way to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","","","","","","","","","","","Rabinowitz, Jacob","local","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_02.tif","https://ark.colorado.edu/ark:/47540/5r1z3905j3jh","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","14","1228166","5409","narv_photogEarlyAsia_Kane_02_00_03_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~14~1228166"
"Early Photography in Asia","Flowery Pagoda, Canton","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","architectural photography","http://vocab.getty.edu/page/aat/300435151","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1½”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of the Flower Pagoda in Guangzhou, China, part of the Temple of the Six Banyan Trees.","","","","Collection origin: Albert E. Kane","","","","","","","","","Buddhist temples","http://id.worldcat.org/fast/1727649","","","","","","","","","","","","","","","","","Guangzhou (Canton, China, Asia) (second level subdivision)","http://vocab.getty.edu/page/tgn/8208558","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_02_13.tif","https://ark.colorado.edu/ark:/47540/vt5z5f70664q","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","12","1228168","5409","narv_photogEarlyAsia_Kane_02_00_02_13.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~12~1228168"
"Early Photography in Asia","Chinese Peasant","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of an older Chinese man with a few other people in the background. Presumably taken on Kane's trip to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","","","","","","","","","","","","","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_07.tif","https://ark.colorado.edu/ark:/47540/xr8p5s31c104","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","19","1228161","5409","narv_photogEarlyAsia_Kane_02_00_03_07.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~19~1228161"
"Early Photography in Asia","On the freight car","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of many men, baskets, and wares on a freight car, presumably on their way to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Voyages and travels","http://id.worldcat.org/fast/1169308","Travelers","http://id.worldcat.org/fast/1155691","","","","","","","","","","","","","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_01.tif","https://ark.colorado.edu/ark:/47540/z05s1486p2mf","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","13","1228167","5409","narv_photogEarlyAsia_Kane_02_00_03_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~13~1228167"
"Early Photography in Asia","Just Kiddies","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1933","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1¾”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of five Chinese children. Presumably taken on Kane's trip to the Great Wall of China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Children","http://id.worldcat.org/fast/854835","","","","","","","","","","","","","","","","","China (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000111","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_03_08.tif","https://ark.colorado.edu/ark:/47540/vx6p5q4083cj","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","20","1228160","5409","narv_photogEarlyAsia_Kane_02_00_03_08.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~20~1228160"
"Early Photography in Asia","A Street Scene in Hong Kong","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅜”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of a street in Hong Kong, China, that is lined with multiple-story buildings and a variety of shop signs. Many people can be seen in the image, including three men in the forefront, two of whom are mostly silhouetted.","","","","Collection origin: Albert E. Kane","","","","","","","","","Streets","http://id.worldcat.org/fast/1134794","Cities and towns","http://id.worldcat.org/fast/861748","City and town life","http://id.worldcat.org/fast/862081","","","","","","","","","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_18_09.tif","https://ark.colorado.edu/ark:/47540/gs2r3p65z2wz","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","85","1228096","5409","narv_photogEarlyAsia_Kane_02_00_18_09.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~85~1228096"
"Early Photography in Asia","Japan, Kapur (man on L) and Shrimankaer (man on R)","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of two men and two women in Japan. Only the men Somnath Kapur and Shrimankaer are named on the photograph. Both men were employees of the Vakharia Company, founded in India.","","","","Collection origin: Albert E. Kane","","","","","","","","","Couples","http://id.worldcat.org/fast/881567","","","","","","","","","","","","","Kapur, Somnath","local","Shrimankaer","local","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_04.tif","https://ark.colorado.edu/ark:/47540/2v053h69r4kq","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","90","1228091","5409","narv_photogEarlyAsia_Kane_02_00_19_04.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~90~1228091"
"Early Photography in Asia","Somnath Kapur in Osaka, Japan","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of Somnath Kapur in a jacket and tie in Osaka, Japan. Kapur was an employee of the Vakharia Company, founded in India.","","","","Collection origin: Albert E. Kane","","","","","","","","","Men","http://id.worldcat.org/fast/1015978","","","","","","","","","","","","","Kapur, Somnath","local","","","Osaka (Kinki, Japan, Asia) (prefecture)","http://vocab.getty.edu/page/tgn/1000962","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_06.tif","https://ark.colorado.edu/ark:/47540/s9304f45g1m3","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","92","1228089","5409","narv_photogEarlyAsia_Kane_02_00_19_06.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~92~1228089"
"Early Photography in Asia","Hong Kong Dentist Office","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of a street in Hong Kong, China, including a variety of shop signs, the most promient of which reads ""Kwong Tat Yuen, Dentist."" A few people can be seen along the street.","","","","Collection origin: Albert E. Kane","","","","","","","","","Cities and towns","http://id.worldcat.org/fast/861748","Dental offices","http://id.worldcat.org/fast/890526","Streets","http://id.worldcat.org/fast/1134794","","","","","","","","","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_18_08.tif","https://ark.colorado.edu/ark:/47540/943q4w43x6j9","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","84","1228097","5409","narv_photogEarlyAsia_Kane_02_00_18_08.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~84~1228097"
"Early Photography in Asia","Japan, Low Tide","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of the gate (torii) at the Itsukushima Shrine in Hatsukaichi, Japan taken during low tide.","","","","Collection origin: Albert E. Kane","","","","","","","","","Shrines","http://id.worldcat.org/fast/1117849","Sacred space","http://id.worldcat.org/fast/1103191","Gates","http://id.worldcat.org/fast/938950","","","","","","","","","","","","","Hatsukaichi (Hiroshima Prefecture, Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/1080072","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_01.tif","https://ark.colorado.edu/ark:/47540/3c3n31038390","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","87","1228094","5409","narv_photogEarlyAsia_Kane_02_00_19_01.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~87~1228094"
"Early Photography in Asia","Japan, Torii-Itsukshima Shrine","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1½”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of the gate (torii) at the Itsukushima Shrine in Hatsukaichi, Japan.","","","","Collection origin: Albert E. Kane","","","","","","","","","Shrines","http://id.worldcat.org/fast/1117849","Sacred space","http://id.worldcat.org/fast/1103191","Gates","http://id.worldcat.org/fast/938950","","","","","","","","","","","","","Hatsukaichi (Hiroshima Prefecture, Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/1080072","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_03.tif","https://ark.colorado.edu/ark:/47540/qb9c3c07k39w","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","89","1228092","5409","narv_photogEarlyAsia_Kane_02_00_19_03.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~89~1228092"
"Early Photography in Asia","J. Mikaye in Miajima, Japan","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","portraits","http://vocab.getty.edu/page/aat/300015637","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of the man J. Mikaye on a beach on Miajima Island (Itsukushima Island) in Hatsukaichi, Japan.","","","","Collection origin: Albert E. Kane","","","","","","","","","Men","http://id.worldcat.org/fast/1015978","","","","","","","","","","","","","","","","","Hatsukaichi (Hiroshima Prefecture, Japan, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/1080072","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_05.tif","https://ark.colorado.edu/ark:/47540/d64p0c72q8qm","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","91","1228090","5409","narv_photogEarlyAsia_Kane_02_00_19_05.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~91~1228090"
"Early Photography in Asia","Hong Kong, Chinese Junk","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2⅜”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph of a Chinese ship (a junk) sailing in the harbor in Hong Kong, China.","","","","Collection origin: Albert E. Kane","","","","","","","","","Boats and boating","http://id.worldcat.org/fast/835176","Sailing ships","http://id.worldcat.org/fast/1103529","Merchant ships","http://id.worldcat.org/fast/1017038","","","","","","","","","","","","","Hong Kong (Asia) (semi-independent political entity)","http://vocab.getty.edu/page/tgn/7004542","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_18_10.tif","https://ark.colorado.edu/ark:/47540/jm8j557350tq","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","86","1228095","5409","narv_photogEarlyAsia_Kane_02_00_18_10.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~86~1228095"
"Early Photography in Asia","Japan, Ryakan Ito Hotel – My Room","","","","","Kane, Albert E.","","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1932/1937","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 2¼”x 1⅝”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","","","","","A photograph taken in a room in a Ryokan, a traditional Japanese inn.","","","","Collection origin: Albert E. Kane","","","","","","","","","Single-room occupancy hotels","http://id.worldcat.org/fast/1119491","Sculpture--Religious aspects","http://id.worldcat.org/fast/1109503","","","","","","","","","","","","","","","Japan (Asia) (nation)","http://vocab.getty.edu/page/tgn/1000120","","","","","","","","","narv_photogEarlyAsia_Kane_02_00_19_02.tif","https://ark.colorado.edu/ark:/47540/cx235352t006","University of Colorado Boulder Libraries Archives","COU:0905:004:002","","Undated","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","88","1228093","5409","narv_photogEarlyAsia_Kane_02_00_19_02.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~88~1228093"
"Early Photography in Asia","Htee of Great Pagoda Moulmein","","","","","","","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","travel photography","http://vocab.getty.edu/page/aat/300054230","","","","","","","","1885/1895","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","","","","","","","","","","1 black and white photograph; 7.5”x 9.5”","","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Albumen prints","https://www.loc.gov/pictures/item/tgm000227/","","","A photograph of the Htee of a Pagoda and a sculpted horse being moved through a street in Mawlamyine (previously Moulmein), Myanmar. (Burma) Many local men are pictured pulling and pushing the carts holding the objects. The title is written on the back of the photograph.","","","","Collection origin: Ira Wolff Photographic History Collection","","This photograph is part of a set of 19 photographs of British colonial Burma (Myanmar), very likely taken by British colonists who lived in the area in the late 19th century. One of the photographs in the set is of a group of British people outside a large mansion, who may have been those taking the photographs.","","","","","","","Pagodas","http://id.worldcat.org/fast/1050345","Carriages and carts","http://id.worldcat.org/fast/847910","","","","","","","","","","","","","","","Mawlamyine (Mon State, Myanmar, Asia) (inhabited place)","http://vocab.getty.edu/page/tgn/7002164","","","","","","","","","narv_photogEarlyAsia_albumen_d_0011.jpg","https://ark.colorado.edu/ark:/47540/1v5d6g0655z7","University of Colorado Boulder Libraries Archives","COU: 2642","","2022","image/tiff","https://www.iana.org/assignments/media-types/image/tiff","reformatted digital","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","http://rightsstatements.org/vocab/NoC-US/1.0/","171","1227014","5409","narv_photogEarlyAsia_albumen_d_0011.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~34~34~171~1227014"
